"longitude","latitude","yield_kg_ha","kg_N_ha","kg_P_ha","kg_K_ha"
8.62854,10.67283,2651,100,0,30
8.62854,10.67283,3296,100,30,0
8.62854,10.67283,7211,100,30,30
8.62854,10.67283,3034,0,30,30
8.62854,10.67283,4526,100,0,30
8.62854,10.67283,4315,100,30,0
8.62854,10.67283,6815,100,30,30
36.418506,-6.194601,840,0,0,0
36.418506,-6.194601,1190,0,0,0
36.418506,-6.194601,1200,0,0,0
36.75,-6.283332,680,0,0,0
36.75,-6.283332,840,0,0,0
36.499973,-5.25022,1730,0,0,0
36.499973,-5.25022,1900,0,0,0
36.418506,-6.194601,1017,0,0,0
36.418506,-6.194601,1118,0,0,0
36.418506,-6.194601,1118,0,0,0
36.418506,-6.194601,1226,0,0,0
36.418506,-6.194601,1390,0,0,0
36.418506,-6.194601,1748,0,0,0
36.418506,-6.194601,907,0,0,0
36.418506,-6.194601,1540,0,0,0
36.418506,-6.194601,1027,0,0,0
36.418506,-6.194601,1363,0,0,0
36.418506,-6.194601,1505,0,0,0
36.75,-6.283332,1550,0,0,0
36.75,-6.283332,1080,0,0,0
36.75,-6.283332,1500,0,0,0
36.75,-6.283332,1430,0,0,0
36.75,-6.283332,1460,0,0,0
36.75,-6.283332,1390,0,0,0
36.75,-6.283332,1520,0,0,0
36.75,-6.283332,1660,0,0,0
36.75,-6.283332,1270,0,0,0
36.75,-6.283332,980,0,0,0
36.75,-6.283332,1840,0,0,0
36.75,-6.283332,1910,0,0,0
36.75,-6.283332,1570,0,0,0
36.418506,-6.194601,1012,0,0,0
36.418506,-6.194601,1066,0,0,0
36.418506,-6.194601,1248,0,0,0
36.418506,-6.194601,1179,0,0,0
36.418506,-6.194601,1669,0,0,0
36.418506,-6.194601,1207,0,0,0
36.418506,-6.194601,888,0,0,0
36.418506,-6.194601,1495,0,0,0
36.418506,-6.194601,1537,0,0,0
36.418506,-6.194601,1740,0,0,0
36.418506,-6.194601,1860,0,0,0
36.418506,-6.194601,1290,0,0,0
36.418506,-6.194601,1700,0,0,0
36.418506,-6.194601,1710,0,0,0
36.418506,-6.194601,1650,0,0,0
36.418506,-6.194601,1660,0,0,0
36.418506,-6.194601,1610,0,0,0
36.418506,-6.194601,1754,0,0,0
36.499973,-5.25022,1010,0,0,0
36.499973,-5.25022,1350,0,0,0
36.499973,-5.25022,1440,0,0,0
36.499973,-5.25022,1740,0,0,0
36.499973,-5.25022,1790,0,0,0
36.499973,-5.25022,1360,0,0,0
36.499973,-5.25022,1910,0,0,0
36.499973,-5.25022,1360,0,0,0
36.499973,-5.25022,1580,0,0,0
36.499973,-5.25022,1350,0,0,0
39.43,8.66,680,0,0,0
39.43,8.66,680,0,0,0
39.43,8.66,680,0,0,0
39.44,8.46,600,0,0,0
39.44,8.46,600,0,0,0
39.44,8.46,600,0,0,0
37.06,9.12,1548,0,0,0
37.06,9.12,1548,0,0,0
37.06,9.12,1548,0,0,0
39.32,8.33,564,0,0,0
39.32,8.33,564,0,0,0
39.32,8.33,564,0,0,0
36.79,7.67,1352,0,0,0
36.79,7.67,1352,0,0,0
37,9.33,1600,0,0,0
37,9.33,1600,0,0,0
37,9.33,1600,0,0,0
39.28,8.45,600,0,0,0
39.28,8.45,600,0,0,0
39.28,8.45,600,0,0,0
36.79,7.67,1876,0,0,0
36.79,7.67,1876,0,0,0
36.79,7.67,1876,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
37.06,9.12,1288,0,0,0
37.06,9.12,1288,0,0,0
37.06,9.12,1176,0,0,0
37.06,9.12,1176,0,0,0
37.06,9.12,1648,0,0,0
37.06,9.12,1648,0,0,0
36.79,7.67,1352,0,0,0
36.79,7.67,1352,0,0,0
36.79,7.67,1352,0,0,0
37.06,9.12,1548,0,0,0
39.32,8.33,564,0,0,0
37,9.33,1600,0,0,0
37,9.33,1600,0,0,0
37.06,9.12,1548,0,0,0
39.32,8.33,564,0,0,0
37,9.33,1600,0,0,0
37.06,9.12,1548,0,0,0
39.32,8.33,564,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
39.43,8.66,680,0,0,0
39.43,8.66,680,0,0,0
39.43,8.66,680,0,0,0
39.44,8.46,600,0,0,0
39.44,8.46,600,0,0,0
39.44,8.46,600,0,0,0
37.06,9.12,1548,0,0,0
37.06,9.12,1548,0,0,0
37.06,9.12,1548,0,0,0
39.32,8.33,564,0,0,0
39.32,8.33,564,0,0,0
39.32,8.33,564,0,0,0
36.79,7.67,1352,0,0,0
36.79,7.67,1352,0,0,0
39.28,8.45,600,0,0,0
39.28,8.45,600,0,0,0
39.28,8.45,600,0,0,0
36.79,7.67,1352,0,0,0
36.79,7.67,1352,0,0,0
37.06,9.12,1548,0,0,0
37.06,9.12,1548,0,0,0
37.06,9.12,1548,0,0,0
39.44,8.46,520,0,0,0
39.44,8.46,520,0,0,0
39.44,8.46,520,0,0,0
39.32,8.33,564,0,0,0
39.32,8.33,564,0,0,0
39.32,8.33,564,0,0,0
36.79,7.67,1352,0,0,0
36.79,7.67,1352,0,0,0
39.43,8.66,440,0,0,0
39.43,8.66,440,0,0,0
39.43,8.66,440,0,0,0
39.28,8.45,560,0,0,0
39.28,8.45,560,0,0,0
39.28,8.45,560,0,0,0
36.79,7.67,1352,0,0,0
36.79,7.67,1352,0,0,0
37.06,9.12,1548,0,0,0
37.06,9.12,1548,0,0,0
37.06,9.12,1548,0,0,0
39.32,8.33,564,0,0,0
39.32,8.33,564,0,0,0
39.32,8.33,564,0,0,0
37.06,9.12,1548,0,0,0
37.06,9.12,1548,0,0,0
37.06,9.12,1548,0,0,0
39.32,8.33,564,0,0,0
39.32,8.33,564,0,0,0
39.32,8.33,564,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
37.06,9.12,1288,0,0,0
37.06,9.12,1288,0,0,0
37.06,9.12,1176,0,0,0
37.06,9.12,1176,0,0,0
37.06,9.12,1648,0,0,0
37.06,9.12,1648,0,0,0
37.06,9.12,1288,0,0,0
37.06,9.12,1288,0,0,0
37.06,9.12,1176,0,0,0
37.06,9.12,1176,0,0,0
37.06,9.12,1648,0,0,0
37.06,9.12,1648,0,0,0
37.06,9.12,1288,0,0,0
37.06,9.12,1288,0,0,0
37.06,9.12,1176,0,0,0
37.06,9.12,1176,0,0,0
37.06,9.12,1648,0,0,0
37.06,9.12,1648,0,0,0
36.79,7.67,1352,0,0,0
36.79,7.67,1352,0,0,0
36.79,7.67,1352,0,0,0
37.06,9.12,1548,0,0,0
37.06,9.12,1548,0,0,0
37.06,9.12,1548,0,0,0
37.06,9.12,1548,0,0,0
39.32,8.33,564,0,0,0
39.32,8.33,564,0,0,0
39.32,8.33,564,0,0,0
39.32,8.33,564,0,0,0
36.79,7.67,1352,0,0,0
36.79,7.67,1352,0,0,0
36.79,7.67,1352,0,0,0
36.79,7.67,1352,0,0,0
36.79,7.67,1352,0,0,0
36.79,7.67,1352,0,0,0
37.06,9.12,1548,0,0,0
37.06,9.12,1548,0,0,0
37.06,9.12,1548,0,0,0
37.06,9.12,1548,0,0,0
39.32,8.33,564,0,0,0
39.32,8.33,564,0,0,0
39.32,8.33,564,0,0,0
39.32,8.33,564,0,0,0
37.06,9.12,1548,0,0,0
37.06,9.12,1548,0,0,0
37.06,9.12,1548,0,0,0
37.06,9.12,1548,0,0,0
39.32,8.33,564,0,0,0
39.32,8.33,564,0,0,0
39.32,8.33,564,0,0,0
39.32,8.33,564,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
35.5,9.5,1800,0,0,0
37.06,9.12,1288,0,0,0
37.06,9.12,1288,0,0,0
37.06,9.12,1176,0,0,0
37.06,9.12,1176,0,0,0
37.06,9.12,1648,0,0,0
37.06,9.12,1648,0,0,0
37.06,9.12,1288,0,0,0
37.06,9.12,1288,0,0,0
37.06,9.12,1176,0,0,0
37.06,9.12,1176,0,0,0
37.06,9.12,1648,0,0,0
37.06,9.12,1648,0,0,0
37.06,9.12,1288,0,0,0
37.06,9.12,1288,0,0,0
37.06,9.12,1176,0,0,0
37.06,9.12,1176,0,0,0
37.06,9.12,1648,0,0,0
37.06,9.12,1648,0,0,0
36.7324881,-6.29027383,1890,0,0,0
36.75295352,-6.29892857,1908,0,0,0
36.74407281,-6.23235187,1507,0,0,0
36.74407281,-6.23235187,1862,0,0,0
36.74805816,-6.28570888,1464,0,0,0
36.74722609,-6.30191437,1901,0,0,0
36.74737629,-6.30184488,1769,0,0,0
36.75357278,-6.25448495,1437,0,0,0
36.74742205,-6.2655002,1341,0,0,0
36.73083888,-6.27373424,1662,0,0,0
36.76270771,-6.30123636,1500,0,0,0
36.74711016,-6.26717172,1811,0,0,0
36.77013492,-6.31582305,1390,0,0,0
36.77013492,-6.31582305,1801,0,0,0
36.74577174,-6.23902663,1900,0,0,0
36.74719558,-6.28280397,1299,0,0,0
36.74719558,-6.28280397,1900,0,0,0
36.75306416,-6.29260778,1773,0,0,0
36.75161644,-6.25404205,1816,0,0,0
36.72850192,-6.2530602,1503,0,0,0
36.73902498,-6.25497764,1734,0,0,0
36.73236489,-6.25624331,1602,0,0,0
36.73414193,-6.28358063,1605,0,0,0
36.7427483,-6.28171566,1742,0,0,0
36.455627,-5.255433,1440,0,0,0
36.46907,-5.248793,1825,0,0,0
36.435599,-5.279594,1432,0,0,0
36.47821,-5.250981,1923,0,0,0
36.459701,-5.25467,1400,0,0,0
36.465566,-5.25454,1901,0,0,0
36.454832,-5.26654,1212,0,0,0
36.442201,-5.249589,1341,0,0,0
36.435599,-5.279594,1290,0,0,0
36.446658,-5.277323,1891,0,0,0
36.463339,-5.261852,1236,0,0,0
36.463339,-5.261852,1345,0,0,0
36.463339,-5.261852,1812,0,0,0
36.427235,-5.269616,1600,0,0,0
36.403643,-5.288177,1419,0,0,0
36.403643,-5.288177,1724,0,0,0
36.447977,-5.234195,1231,0,0,0
36.447558,-5.262578,1213,0,0,0
36.447558,-5.262578,1524,0,0,0
36.447395,-5.262678,1390,0,0,0
36.447395,-5.262678,1900,0,0,0
36.474731,-5.264414,1412,0,0,0
36.459931,-5.247747,1415,0,0,0
36.459931,-5.247747,1513,0,0,0
36.448273,-5.250604,1903,0,0,0
36.451547,-5.261432,1512,0,0,0
36.45077,-5.261041,1271,0,0,0
36.45077,-5.261041,1518,0,0,0
35.15,-15.3,1178,0,0,0
35.15,-15.3,1770,0,0,0
35.15,-15.3,1474,0,0,0
35.15,-15.3,1900,0,0,0
35.15,-15.3,1397,0,0,0
35.15,-15.3,1365,0,0,0
35.15,-15.3,1362,0,0,0
35.15,-15.3,1255,0,0,0
35.15,-15.3,1388,0,0,0
32.34,-13.39,1114,0,0,0
32.34,-13.39,1020,0,0,0
32.34,-13.39,1048,0,0,0
32.34,-13.39,786,0,0,0
32.34,-13.39,611,0,0,0
32.34,-13.39,802,0,0,0
32.34,-13.39,853,0,0,0
32.34,-13.39,632,0,0,0
32.34,-13.39,1197,0,0,0
32.34,-13.39,862,0,0,0
32.34,-13.39,1068,0,0,0
32.34,-13.39,616,0,0,0
32.34,-13.39,856,0,0,0
32.34,-13.39,636,0,0,0
32.34,-13.39,767,0,0,0
32.34,-13.39,742,0,0,0
32.34,-13.39,691,0,0,0
32.34,-13.39,873,0,0,0
32.34,-13.39,909,0,0,0
32.34,-13.39,579,0,0,0
32.34,-13.39,822,0,0,0
32.34,-13.39,673,0,0,0
32.34,-13.39,983,0,0,0
32.34,-13.39,683,0,0,0
32.34,-13.39,1138,0,0,0
32.34,-13.39,1352,0,0,0
32.34,-13.39,747,0,0,0
32.34,-13.39,1501,0,0,0
32.34,-13.39,984,0,0,0
32.34,-13.39,949,0,0,0
32.34,-13.39,784,0,0,0
32.34,-13.39,876,0,0,0
32.34,-13.39,1340,0,0,0
32.34,-13.39,1217,0,0,0
32.34,-13.39,984,0,0,0
32.34,-13.39,838,0,0,0
32.34,-13.39,1280,0,0,0
32.34,-13.39,1020,0,0,0
32.34,-13.39,784,0,0,0
32.34,-13.39,1104,0,0,0
32.34,-13.39,1549,0,0,0
32.34,-13.39,1091,0,0,0
32.34,-13.39,758,0,0,0
32.34,-13.39,1242,0,0,0
32.34,-13.39,1249,0,0,0
32.34,-13.39,1026,0,0,0
3.54,7.3,1210,0,0,0
3.54,7.3,930,0,0,0
3.54,7.3,920,0,0,0
3.54,7.3,1560,0,0,0
3.54,7.3,1090,0,0,0
3.54,7.3,940,0,0,0
3.54,7.3,960,0,0,0
3.54,7.3,560,0,0,0
3.54,7.3,730,0,0,0
34.20604,-11.59168,975,0,0,0
35.28968,-15.9754,936,0,0,0
34.20604,-11.59168,592.5,0,0,0
35.28968,-15.9754,1193.5,0,0,0
33.317065,-12.855852,1247.5,0,0,0
-5.46206,11.2235,594,0,0,0
8.122915,11.282028,713,0,0,0
25.502384,-25.385953,1145,0,0,0
25.502384,-25.385953,1145,0,0,0
25.502384,-25.385953,1145,0,0,0
25.502384,-25.385953,1145,0,0,0
25.502384,-25.385953,1145,0,0,0
25.502384,-25.385953,1145,0,0,0
25.502384,-25.385953,900,0,0,0
25.502384,-25.385953,900,0,0,0
25.502384,-25.385953,900,0,0,0
25.502384,-25.385953,900,0,0,0
25.502384,-25.385953,900,0,0,0
25.400111,-25.655601,1325,0,0,0
25.400111,-25.655601,1325,0,0,0
25.400111,-25.655601,1325,0,0,0
25.400111,-25.655601,1325,0,0,0
25.400111,-25.655601,1325,0,0,0
25.400111,-25.655601,1325,0,0,0
25.400111,-25.655601,1325,0,0,0
25.400111,-25.655601,1325,0,0,0
25.400111,-25.655601,1325,0,0,0
25.400111,-25.655601,1325,0,0,0
25.400111,-25.655601,1325,0,0,0
25.400111,-25.655601,1325,0,0,0
25.491124,-25.617548,1848,0,0,0
25.491124,-25.617548,1584,0,0,0
25.491124,-25.617548,1288,0,0,0
25.502384,-25.385953,1584,0,0,0
25.502384,-25.385953,900,0,0,0
25.502384,-25.385953,900,0,0,0
25.502384,-25.385953,900,0,0,0
25.502384,-25.385953,1584,0,0,0
25.502384,-25.385953,1584,0,0,0
25.502384,-25.385953,900,0,0,0
25.502384,-25.385953,900,0,0,0
25.502384,-25.385953,1584,0,0,0
25.502384,-25.385953,1584,0,0,0
25.502384,-25.385953,900,0,0,0
25.502384,-25.385953,1584,0,0,0
25.400111,-25.655601,1027,0,0,0
25.400111,-25.655601,1027,0,0,0
25.400111,-25.655601,1325,0,0,0
25.400111,-25.655601,1859,0,0,0
25.400111,-25.655601,1027,0,0,0
25.400111,-25.655601,1027,0,0,0
25.400111,-25.655601,1859,0,0,0
25.400111,-25.655601,1859,0,0,0
25.400111,-25.655601,1325,0,0,0
25.400111,-25.655601,1027,0,0,0
25.400111,-25.655601,1859,0,0,0
25.400111,-25.655601,1859,0,0,0
25.400111,-25.655601,1859,0,0,0
25.400111,-25.655601,1325,0,0,0
25.400111,-25.655601,1859,0,0,0
25.400111,-25.655601,1859,0,0,0
25.400111,-25.655601,1325,0,0,0
25.400111,-25.655601,1325,0,0,0
25.400111,-25.655601,1027,0,0,0
25.400111,-25.655601,1859,0,0,0
25.400111,-25.655601,1325,0,0,0
25.400111,-25.655601,1027,0,0,0
25.400111,-25.655601,1027,0,0,0
25.400111,-25.655601,1027,0,0,0
25.400111,-25.655601,1325,0,0,0
25.400111,-25.655601,1325,0,0,0
25.400111,-25.655601,1325,0,0,0
25.400111,-25.655601,1325,0,0,0
25.400111,-25.655601,1325,0,0,0
25.400111,-25.655601,1325,0,0,0
25.986897,-24.617906,1914,0,0,0
25.986897,-24.617906,1822,0,0,0
25.986897,-24.617906,1113,0,0,0
25.986897,-24.617906,1476,0,0,0
25.369684,-25.538031,1822,0,0,0
25.369684,-25.538031,1122,0,0,0
25.574032,-25.205929,886,0,0,0
25.574032,-25.205929,1650,0,0,0
25.574032,-25.205929,845,0,0,0
25.547384,-25.637379,897,0,0,0
25.547384,-25.637379,897,0,0,0
25.547384,-25.637379,1177,0,0,0
25.547384,-25.637379,897,0,0,0
25.547384,-25.637379,897,0,0,0
25.547384,-25.637379,1177,0,0,0
25.547384,-25.637379,1177,0,0,0
25.547384,-25.637379,1177,0,0,0
25.547384,-25.637379,1177,0,0,0
25.547384,-25.637379,1177,0,0,0
25.547384,-25.637379,897,0,0,0
25.547384,-25.637379,897,0,0,0
25.323541,-25.530207,1800,0,0,0
25.323541,-25.530207,1563,0,0,0
-4.715659,10.643124,900,0,0,0
-4.715659,10.643124,900,0,0,0
-4.715659,10.643124,900,0,0,0
-4.715659,10.643124,900,0,0,0
-4.715659,10.643124,1000,0,0,0
-4.715659,10.643124,1000,0,0,0
-3.216675,10.972055,1215,0,0,0
-3.216675,10.972055,945,0,0,0
-3.216675,10.972055,945,0,0,0
-3.216675,10.972055,1215,0,0,0
29.476051,-3.446416,1889,0,0,0
29.476051,-3.446416,1778,0,0,0
29.476051,-3.446416,1611,0,0,0
29.476051,-3.446416,1889,0,0,0
29.476051,-3.446416,1778,0,0,0
29.476051,-3.446416,1556,0,0,0
30.045167,-3.084903,1550,0,0,0
30.045167,-3.084903,1625,0,0,0
30.045167,-3.084903,1250,0,0,0
30.045167,-3.084903,1650,0,0,0
29.766667,-3.016667,1000,0,0,0
29.766667,-3.016667,1741,0,0,0
29.766667,-3.016667,1185,0,0,0
29.766667,-3.016667,1000,0,0,0
29.766667,-3.016667,1185,0,0,0
29.766667,-3.016667,1741,0,0,0
29.766667,-3.016667,850,0,0,0
29.766667,-3.016667,1180,0,0,0
29.766667,-3.016667,1157,0,0,0
29.766667,-3.016667,1050,0,0,0
29.766667,-3.016667,1150,0,0,0
29.766667,-3.016667,1444,0,0,0
29.766667,-3.016667,1354,0,0,0
29.766667,-3.016667,1000,0,0,0
29.766667,-3.016667,1319,0,0,0
29.766667,-3.016667,1156,0,0,0
29.766667,-3.016667,1100,0,0,0
29.766667,-3.016667,1388,0,0,0
29.766667,-3.016667,890,0,0,0
29.766667,-3.016667,1250,0,0,0
29.766667,-3.016667,1302,0,0,0
29.766667,-3.016667,1000,0,0,0
29.766667,-3.016667,960,0,0,0
29.766667,-3.016667,1000,0,0,0
29.766667,-3.016667,1388,0,0,0
29.766667,-3.016667,960,0,0,0
29.673092,-3.342713,1910,0,0,0
29.673092,-3.342713,1250,0,0,0
29.673092,-3.342713,1875,0,0,0
29.673092,-3.342713,1528,0,0,0
29.673092,-3.342713,869,0,0,0
29.673092,-3.342713,1211,0,0,0
29.673092,-3.342713,1211,0,0,0
29.673092,-3.342713,1041,0,0,0
29.673092,-3.342713,1562,0,0,0
29.673092,-3.342713,1909,0,0,0
29.673092,-3.342713,1371,0,0,0
29.673092,-3.342713,1532,0,0,0
29.673092,-3.342713,1388,0,0,0
29.673092,-3.342713,1111,0,0,0
29.673092,-3.342713,1735,0,0,0
29.673092,-3.342713,1388,0,0,0
29.673092,-3.342713,1249,0,0,0
29.673092,-3.342713,1215,0,0,0
29.673092,-3.342713,937,0,0,0
29.673092,-3.342713,937,0,0,0
29.673092,-3.342713,868,0,0,0
29.673092,-3.342713,1562,0,0,0
29.673092,-3.342713,1075,0,0,0
29.673092,-3.342713,1909,0,0,0
29.673092,-3.342713,1250,0,0,0
29.673092,-3.342713,1062,0,0,0
29.673092,-3.342713,1250,0,0,0
29.673092,-3.342713,996,0,0,0
29.673092,-3.342713,1400,0,0,0
29.707853,-3.616188,1909,0,0,0
29.707853,-3.616188,1735,0,0,0
29.707853,-3.616188,1909,0,0,0
29.707853,-3.616188,1075,0,0,0
29.707853,-3.616188,1371,0,0,0
29.707853,-3.616188,1111,0,0,0
29.707853,-3.616188,1249,0,0,0
29.707853,-3.616188,1388,0,0,0
29.707853,-3.616188,1211,0,0,0
29.707853,-3.616188,937,0,0,0
29.707853,-3.616188,1562,0,0,0
29.707853,-3.616188,1215,0,0,0
29.707853,-3.616188,1562,0,0,0
29.707853,-3.616188,1388,0,0,0
29.707853,-3.616188,1211,0,0,0
29.707853,-3.616188,937,0,0,0
29.707853,-3.616188,868,0,0,0
29.707853,-3.616188,1562,0,0,0
29.754159,-3.525622,1400,0,0,0
29.754159,-3.525622,1900,0,0,0
29.754159,-3.525622,1920,0,0,0
29.754159,-3.525622,1750,0,0,0
29.754159,-3.525622,1500,0,0,0
29.754159,-3.525622,1290,0,0,0
29.754159,-3.525622,1300,0,0,0
29.749999,-3.531483,1600,0,0,0
29.749999,-3.531483,1000,0,0,0
29.754159,-3.525622,1750,0,0,0
29.754159,-3.525622,1500,0,0,0
29.754159,-3.525622,1250,0,0,0
29.754159,-3.525622,1000,0,0,0
29.754159,-3.525622,1530,0,0,0
29.754159,-3.525622,1250,0,0,0
29.798352,-4.140952,1302,0,0,0
29.798352,-4.140952,1156,0,0,0
29.798352,-4.140952,890,0,0,0
29.798352,-4.140952,960,0,0,0
29.798352,-4.140952,1000,0,0,0
29.798352,-4.140952,1100,0,0,0
29.798352,-4.140952,1444,0,0,0
29.798352,-4.140952,962,0,0,0
29.798352,-4.140952,1388,0,0,0
29.798352,-4.140952,1150,0,0,0
29.798352,-4.140952,1250,0,0,0
29.798352,-4.140952,1388,0,0,0
29.798352,-4.140952,1319,0,0,0
29.798352,-4.140952,1050,0,0,0
29.798352,-4.140952,1000,0,0,0
29.798352,-4.140952,1388,0,0,0
29.798352,-4.140952,1157,0,0,0
29.798352,-4.140952,1000,0,0,0
29.555833,-3.406389,1250,0,0,0
29.555833,-3.406389,1550,0,0,0
29.555833,-3.406389,1650,0,0,0
29.555833,-3.406389,1625,0,0,0
29.555833,-3.406389,868,0,0,0
29.555833,-3.406389,1250,0,0,0
29.555833,-3.406389,1875,0,0,0
29.555833,-3.406389,1528,0,0,0
29.555833,-3.406389,1910,0,0,0
29.803397,-2.869661,1500,0,0,0
30.045724,-2.944268,1500,0,0,0
30.045724,-2.944268,1200,0,0,0
29.565539,-3.47783,1800,0,0,0
29.565539,-3.47783,1200,0,0,0
29.565539,-3.47783,1550,0,0,0
29.565539,-3.47783,1150,0,0,0
29.565539,-3.47783,1000,0,0,0
29.565539,-3.47783,1555,0,0,0
29.565539,-3.47783,1500,0,0,0
29.565539,-3.47783,950,0,0,0
29.565539,-3.47783,1500,0,0,0
29.565539,-3.47783,1100,0,0,0
29.565539,-3.47783,1150,0,0,0
29.565539,-3.47783,1000,0,0,0
29.565539,-3.47783,1100,0,0,0
29.565539,-3.47783,1075,0,0,0
29.565539,-3.47783,1866,0,0,0
29.565539,-3.47783,1000,0,0,0
29.565539,-3.47783,1650,0,0,0
23.935268,-6.755132,1270,0,0,0
23.935268,-6.755132,1343,0,0,0
23.935268,-6.755132,1270,0,0,0
23.935268,-6.755132,1465,0,0,0
23.935268,-6.755132,1343,0,0,0
23.935268,-6.755132,1270,0,0,0
23.935268,-6.755132,1343,0,0,0
23.935268,-6.755132,1465,0,0,0
23.935268,-6.755132,1343,0,0,0
23.935268,-6.755132,1465,0,0,0
23.935268,-6.755132,1343,0,0,0
23.935268,-6.755132,1270,0,0,0
23.935268,-6.755132,1270,0,0,0
23.935268,-6.755132,1465,0,0,0
23.935268,-6.755132,1343,0,0,0
23.935268,-6.755132,1343,0,0,0
23.935268,-6.755132,1782,0,0,0
23.935268,-6.755132,1270,0,0,0
23.935268,-6.755132,1343,0,0,0
23.935268,-6.755132,1465,0,0,0
23.935268,-6.755132,1782,0,0,0
23.935268,-6.755132,1270,0,0,0
23.935268,-6.755132,1270,0,0,0
23.935268,-6.755132,1465,0,0,0
23.935268,-6.755132,977,0,0,0
23.935268,-6.755132,1465,0,0,0
23.935268,-6.755132,1782,0,0,0
23.935268,-6.755132,1465,0,0,0
23.935268,-6.755132,977,0,0,0
23.935268,-6.755132,977,0,0,0
23.935268,-6.755132,1782,0,0,0
23.935268,-6.755132,977,0,0,0
23.935268,-6.755132,1782,0,0,0
23.935268,-6.755132,1782,0,0,0
23.935268,-6.755132,977,0,0,0
23.935268,-6.755132,1782,0,0,0
23.935268,-6.755132,977,0,0,0
23.935268,-6.755132,1782,0,0,0
23.935268,-6.755132,977,0,0,0
23.935268,-6.755132,977,0,0,0
23.757333,-6.236123,1224,0,0,0
23.757333,-6.236123,902,0,0,0
23.757333,-6.236123,902,0,0,0
23.757333,-6.236123,902,0,0,0
23.757333,-6.236123,902,0,0,0
23.757333,-6.236123,902,0,0,0
23.757333,-6.236123,902,0,0,0
23.757333,-6.236123,902,0,0,0
23.757333,-6.236123,902,0,0,0
23.757333,-6.236123,902,0,0,0
23.757333,-6.236123,902,0,0,0
23.757333,-6.236123,1067,0,0,0
23.757333,-6.236123,1224,0,0,0
23.757333,-6.236123,902,0,0,0
23.757333,-6.236123,1224,0,0,0
23.757333,-6.236123,1224,0,0,0
23.757333,-6.236123,902,0,0,0
23.757333,-6.236123,1224,0,0,0
23.757333,-6.236123,902,0,0,0
23.757333,-6.236123,1224,0,0,0
23.757333,-6.236123,1224,0,0,0
23.757333,-6.236123,1067,0,0,0
23.757333,-6.236123,1224,0,0,0
23.757333,-6.236123,902,0,0,0
23.757333,-6.236123,820,0,0,0
23.757333,-6.236123,902,0,0,0
23.757333,-6.236123,1299,0,0,0
23.757333,-6.236123,1299,0,0,0
23.757333,-6.236123,1299,0,0,0
23.757333,-6.236123,1299,0,0,0
23.757333,-6.236123,1053,0,0,0
23.757333,-6.236123,1067,0,0,0
23.757333,-6.236123,1299,0,0,0
23.757333,-6.236123,1299,0,0,0
23.757333,-6.236123,1299,0,0,0
23.757333,-6.236123,1067,0,0,0
23.757333,-6.236123,1053,0,0,0
23.757333,-6.236123,820,0,0,0
23.757333,-6.236123,1067,0,0,0
23.757333,-6.236123,1053,0,0,0
23.757333,-6.236123,1053,0,0,0
23.757333,-6.236123,902,0,0,0
23.757333,-6.236123,820,0,0,0
23.757333,-6.236123,1299,0,0,0
23.757333,-6.236123,820,0,0,0
23.757333,-6.236123,1053,0,0,0
23.757333,-6.236123,1053,0,0,0
23.757333,-6.236123,1067,0,0,0
23.757333,-6.236123,1053,0,0,0
23.757333,-6.236123,820,0,0,0
23.757333,-6.236123,1053,0,0,0
23.757333,-6.236123,820,0,0,0
23.757333,-6.236123,1067,0,0,0
23.757333,-6.236123,1067,0,0,0
23.757333,-6.236123,820,0,0,0
23.757333,-6.236123,820,0,0,0
23.757333,-6.236123,834,0,0,0
23.757333,-6.236123,834,0,0,0
23.757333,-6.236123,834,0,0,0
23.757333,-6.236123,952,0,0,0
23.757333,-6.236123,834,0,0,0
